#台語教典 = 教育部《臺灣閩南語常用詞辭典》 https://twblg.dict.edu.tw/
#客語教典 = 教育部《臺灣客家語常用詞辭典》 https://hakka.dict.edu.tw/
#以上為 創用CC 姓名標示-禁止改作 3.0 授權
#非屬以上兩典，標註有「再會豆腐字」 的字，來自 https://tauhu.tw/jit-tsi/ 蒐集的結果
#Char	Unicode	Big5	Memo
藐	85D0	V	台語教典、客語教典
藕	85D5	V	台語教典、客語教典
藝	85DD	V	台語教典、客語教典
藠	85E0		客語教典
藤	85E4	V	台語教典、客語教典
藥	85E5	V	台語教典、客語教典
藩	85E9	V	台語教典
藹	85F9	V	台語教典
藺	85FA	V	台語教典
蘆	8606	V	台語教典、客語教典
蘇	8607	V	台語教典、客語教典
蘊	860A	V	台語教典
蘋	860B	V	台語教典、客語教典
蘑	8611	V	台語教典
蘭	862D	V	台語教典、客語教典
蘸	8638	V	客語教典
蘿	863F	V	客語教典
虎	864E	V	台語教典、客語教典
虐	8650	V	台語教典、客語教典
虔	8654	V	台語教典、客語教典
處	8655	V	台語教典、客語教典
虛	865B	V	台語教典、客語教典
虜	865C	V	台語教典
虞	865E	V	台語教典
號	865F	V	台語教典、客語教典
虧	8667	V	台語教典、客語教典
虬	866C		客語教典
虯	866F	V	台語教典
虱	8671	V	台語教典、客語教典
虹	8679	V	台語教典、客語教典
虻	867B	V	客語教典
虼	867C	V	台語教典
蚊	868A	V	台語教典、客語教典
蚋	868B	V	台語教典
蚌	868C	V	台語教典、客語教典
蚓	8693	V	台語教典
蚣	86A3	V	台語教典、客語教典
蚤	86A4	V	台語教典、客語教典
蚩	86A9	V	客語教典
蚵	86B5	V	台語教典
蚶	86B6	V	台語教典、客語教典
蚻	86BB	V	台語教典、客語教典
蛀	86C0	V	台語教典、客語教典
蛄	86C4	V	台語教典、客語教典
蛆	86C6	V	台語教典
蛇	86C7	V	台語教典、客語教典
蛉	86C9	V	台語教典
蛋	86CB	V	台語教典
蛔	86D4	V	客語教典
蛙	86D9	V	台語教典、客語教典
蛛	86DB	V	台語教典、客語教典
蛞	86DE	V	客語教典
蛟	86DF	V	台語教典、客語教典
蛤	86E4	V	台語教典、客語教典
蛻	86FB	V	台語教典、客語教典
蛾	86FE	V	台語教典、客語教典
蜀	8700	V	台語教典、客語教典
蜂	8702	V	台語教典、客語教典
蜅	8705	V	台語教典
蜆	8706	V	客語教典
蜇	8707	V	台語教典、客語教典
蜈	8708	V	台語教典、客語教典
蜊	870A	V	台語教典
蜍	870D	V	台語教典、客語教典
蜒	8712	V	客語教典
蜘	8718	V	台語教典、客語教典
蜚	871A	V	客語教典
蜜	871C	V	台語教典、客語教典
蜞	871E	V	台語教典、客語教典
蜢	8722	V	台語教典、客語教典
蜱	8731	V	客語教典
蜷	8737	V	台語教典
蜺	873A	V	客語教典
蝒	8752	V	台語教典
蝓	8753	V	客語教典
蝕	8755	V	台語教典、客語教典
蝗	8757	V	客語教典
蝙	8759	V	客語教典
蝛	875B	V	台語教典
蝝	875D	V	台語教典
蝠	8760	V	客語教典
蝦	8766	V	台語教典、客語教典
蝨	8768	V	台語教典、客語教典
蝲	8772		客語教典
蝴	8774	V	台語教典
蝶	8776	V	台語教典、客語教典
蝸	8778	V	客語教典
蝹	8779	V	台語教典
蝻	877B	V	台語教典
螂	8782	V	客語教典
融	878D	V	台語教典、客語教典
螔	8794	V	客語教典
螕	8795		台語教典
螞	879E	V	客語教典
螟	879F	V	台語教典
螢	87A2	V	台語教典、客語教典
螳	87B3	V	客語教典
螷	87B7	V	客語教典
螺	87BA	V	台語教典、客語教典
螻	87BB	V	客語教典
螿	87BF	V	台語教典
蟀	87C0	V	台語教典
蟄	87C4	V	台語教典、客語教典
蟆	87C6	V	客語教典
蟋	87CB	V	台語教典
蟎	87CE		再會豆腐字：客語閱讀越懂
蟑	87D1	V	客語教典
蟒	87D2	V	台語教典、客語教典
蟧	87E7	V	台語教典
蟬	87EC	V	台語教典、客語教典
蟮	87EE		台語教典
蟯	87EF	V	台語教典
蟲	87F2	V	台語教典、客語教典
蟳	87F3	V	台語教典
蟶	87F6	V	台語教典
蟹	87F9	V	台語教典、客語教典
蟻	87FB	V	台語教典、客語教典
蟾	87FE	V	台語教典、客語教典
蠅	8805	V	台語教典、客語教典
蠍	880D	V	台語教典
蠐	8810	V	台語教典
蠓	8813	V	台語教典
蠕	8815	V	台語教典、客語教典
蠘	8818		台語教典
蠟	881F	V	台語教典、客語教典
蠶	8836	V	台語教典、客語教典
蠻	883B	V	台語教典、客語教典
血	8840	V	台語教典、客語教典
行	884C	V	台語教典、客語教典
衍	884D	V	台語教典
術	8853	V	台語教典、客語教典
衖	8856	V	客語教典
街	8857	V	台語教典、客語教典
衙	8859	V	台語教典、客語教典
衛	885B	V	台語教典、客語教典
衝	885D	V	台語教典、客語教典
衡	8861	V	台語教典
衣	8863	V	台語教典、客語教典
表	8868	V	台語教典、客語教典
衫	886B	V	台語教典、客語教典
衰	8870	V	台語教典、客語教典
衲	8872	V	台語教典
衷	8877	V	台語教典、客語教典
衿	887F	V	客語教典
袁	8881	V	台語教典、客語教典
袂	8882	V	台語教典
袈	8888	V	台語教典、客語教典
袋	888B	V	台語教典、客語教典
袍	888D	V	台語教典、客語教典
袒	8892	V	客語教典
袓	8893	V	客語教典
袖	8896	V	台語教典、客語教典
袚	889A	V	台語教典
被	88AB	V	台語教典、客語教典
袱	88B1	V	台語教典、客語教典
裁	88C1	V	台語教典、客語教典
裂	88C2	V	台語教典、客語教典
裌	88CC	V	台語教典
裏	88CF	V	台語教典
裒	88D2	V	台語教典
裔	88D4	V	台語教典、客語教典
裕	88D5	V	台語教典、客語教典
裘	88D8	V	台語教典
裙	88D9	V	台語教典、客語教典
補	88DC	V	台語教典、客語教典
裝	88DD	V	台語教典、客語教典
裟	88DF	V	台語教典、客語教典
裡	88E1	V	台語教典、客語教典
裨	88E8	V	客語教典
裱	88F1	V	台語教典
裳	88F3	V	客語教典
裴	88F4	V	台語教典、客語教典
裸	88F8	V	客語教典
裹	88F9	V	台語教典、客語教典
裼	88FC	V	台語教典
製	88FD	V	台語教典、客語教典
裾	88FE	V	台語教典
褂	8902	V	台語教典、客語教典
複	8907	V	台語教典、客語教典
褒	8912	V	台語教典、客語教典
褓	8913	V	客語教典
褙	8919	V	台語教典
褚	891A	V	台語教典
褡	8921	V	客語教典
褥	8925	V	台語教典、客語教典
褪	892A	V	台語教典、客語教典
褫	892B	V	台語教典、客語教典
褲	8932	V	台語教典、客語教典
褶	8936	V	客語教典
褸	8938	V	客語教典
襀	8940		台語教典
襁	8941	V	客語教典
襄	8944	V	台語教典、客語教典
襇	8947		台語教典
襌	894C	V	客語教典
襖	8956	V	客語教典
襞	895E	V	台語教典
襟	895F	V	台語教典、客語教典
襠	8960	V	客語教典
襤	8964	V	台語教典、客語教典
襪	896A	V	台語教典、客語教典
襯	896F	V	客語教典
襲	8972	V	台語教典、客語教典
襻	897B	V	台語教典
西	897F	V	台語教典、客語教典
要	8981	V	台語教典、客語教典
覂	8982	V	客語教典
覆	8986	V	台語教典、客語教典
見	898B	V	台語教典、客語教典
規	898F	V	台語教典、客語教典
覓	8993	V	台語教典、客語教典
覕	8995	V	台語教典
視	8996	V	台語教典、客語教典
覡	89A1	V	客語教典
親	89AA	V	台語教典、客語教典
覺	89BA	V	台語教典、客語教典
覽	89BD	V	台語教典、客語教典
觀	89C0	V	台語教典、客語教典
角	89D2	V	台語教典、客語教典
觔	89D4	V	客語教典
觜	89DC	V	客語教典
解	89E3	V	台語教典、客語教典
觱	89F1	V	台語教典
觳	89F3	V	台語教典
觸	89F8	V	台語教典、客語教典
言	8A00	V	台語教典、客語教典
訂	8A02	V	台語教典、客語教典
訃	8A03	V	台語教典、客語教典
訄	8A04	V	客語教典
計	8A08	V	台語教典、客語教典
訊	8A0A	V	台語教典、客語教典
討	8A0E	V	台語教典、客語教典
訓	8A13	V	台語教典、客語教典
訕	8A15	V	台語教典
託	8A17	V	台語教典、客語教典
記	8A18	V	台語教典、客語教典
訟	8A1F	V	台語教典、客語教典
訣	8A23	V	台語教典、客語教典
訪	8A2A	V	台語教典、客語教典
設	8A2D	V	台語教典、客語教典
許	8A31	V	台語教典、客語教典
訴	8A34	V	台語教典、客語教典
診	8A3A	V	台語教典、客語教典
註	8A3B	V	台語教典、客語教典
詈	8A48	V	台語教典
詏	8A4F	V	客語教典
詐	8A50	V	台語教典、客語教典
詔	8A54	V	台語教典、客語教典
評	8A55	V	台語教典、客語教典
詛	8A5B	V	客語教典
詞	8A5E	V	台語教典、客語教典
詠	8A60	V	客語教典
詢	8A62	V	台語教典、客語教典
詣	8A63	V	台語教典
試	8A66	V	台語教典、客語教典
詩	8A69	V	台語教典、客語教典
詬	8A6C	V	台語教典
詭	8A6D	V	台語教典、客語教典
詮	8A6E	V	台語教典、客語教典
詰	8A70	V	台語教典
話	8A71	V	台語教典、客語教典
該	8A72	V	台語教典、客語教典
詳	8A73	V	台語教典、客語教典
詹	8A79	V	台語教典、客語教典
詼	8A7C	V	台語教典
誅	8A85	V	客語教典
誇	8A87	V	台語教典、客語教典
誌	8A8C	V	台語教典、客語教典
認	8A8D	V	台語教典、客語教典
誐	8A90		再會豆腐字：客語認證詞彙
誓	8A93	V	台語教典、客語教典
誕	8A95	V	台語教典、客語教典
誘	8A98	V	台語教典
誚	8A9A	V	客語教典
語	8A9E	V	台語教典、客語教典
誠	8AA0	V	台語教典、客語教典
誡	8AA1	V	台語教典、客語教典
誣	8AA3	V	台語教典、客語教典
誤	8AA4	V	台語教典、客語教典
誥	8AA5	V	客語教典
誦	8AA6	V	台語教典、客語教典
誨	8AA8	V	客語教典
說	8AAA	V	台語教典、客語教典
誰	8AB0	V	台語教典、客語教典
課	8AB2	V	台語教典、客語教典
誹	8AB9	V	台語教典
誼	8ABC	V	台語教典、客語教典
調	8ABF	V	台語教典、客語教典
諄	8AC4	V	客語教典
談	8AC7	V	台語教典、客語教典
諉	8AC9	V	客語教典
請	8ACB	V	台語教典、客語教典
諍	8ACD	V	台語教典
諒	8AD2	V	台語教典、客語教典
論	8AD6	V	台語教典、客語教典
諜	8ADC	V	台語教典、客語教典
諞	8ADE	V	台語教典
諦	8AE6	V	台語教典
諧	8AE7	V	台語教典、客語教典
諫	8AEB	V	客語教典
諭	8AED	V	台語教典
諮	8AEE	V	台語教典、客語教典
諱	8AF1	V	客語教典
諳	8AF3	V	台語教典
諷	8AF7	V	客語教典
諸	8AF8	V	台語教典、客語教典
諺	8AFA	V	台語教典、客語教典
諾	8AFE	V	台語教典、客語教典
謀	8B00	V	台語教典、客語教典
謂	8B02	V	台語教典、客語教典
謄	8B04	V	台語教典
謊	8B0A	V	台語教典
謎	8B0E	V	台語教典、客語教典
謔	8B14	V	台語教典
謗	8B17	V	台語教典、客語教典
謙	8B19	V	台語教典、客語教典
講	8B1B	V	台語教典、客語教典
謝	8B1D	V	台語教典、客語教典
謠	8B20	V	台語教典、客語教典
謬	8B2C	V	台語教典
謳	8B33	V	台語教典
謹	8B39	V	台語教典、客語教典
謼	8B3C	V	台語教典
譀	8B40	V	台語教典
譁	8B41	V	台語教典
證	8B49	V	台語教典、客語教典
譎	8B4E	V	台語教典、客語教典
譏	8B4F	V	台語教典、客語教典
識	8B58	V	台語教典、客語教典
譚	8B5A	V	台語教典
譜	8B5C	V	台語教典、客語教典
警	8B66	V	台語教典、客語教典
譫	8B6B	V	客語教典
譬	8B6C	V	台語教典
譯	8B6F	V	台語教典
議	8B70	V	台語教典、客語教典
譴	8B74	V	台語教典、客語教典
護	8B77	V	台語教典、客語教典
譽	8B7D	V	台語教典、客語教典
讀	8B80	V	台語教典、客語教典
變	8B8A	V	台語教典、客語教典
讒	8B92	V	客語教典
讓	8B93	V	台語教典、客語教典
讖	8B96	V	台語教典
讚	8B9A	V	台語教典、客語教典
讞	8B9E	V	客語教典
谷	8C37	V	台語教典、客語教典
豁	8C41	V	客語教典
豆	8C46	V	台語教典、客語教典
豈	8C48	V	台語教典、客語教典
豉	8C49	V	台語教典、客語教典
豌	8C4C	V	客語教典
豍	8C4D	V	台語教典
豎	8C4E	V	台語教典
豐	8C50	V	台語教典、客語教典
豔	8C54	V	台語教典
豕	8C55	V	客語教典
豚	8C5A	V	台語教典、客語教典
象	8C61	V	台語教典、客語教典
豪	8C6A	V	台語教典、客語教典
豫	8C6B	V	台語教典、客語教典
豬	8C6C	V	台語教典、客語教典
豭	8C6D	V	客語教典
豸	8C78	V	台語教典
豹	8C79	V	台語教典、客語教典
豺	8C7A	V	客語教典
貂	8C82	V	台語教典、客語教典
貉	8C89	V	台語教典
貌	8C8C	V	台語教典、客語教典
貓	8C93	V	台語教典、客語教典
貝	8C9D	V	台語教典、客語教典
貞	8C9E	V	台語教典、客語教典
負	8CA0	V	台語教典、客語教典
財	8CA1	V	台語教典、客語教典
貢	8CA2	V	台語教典、客語教典
貧	8CA7	V	台語教典、客語教典
貨	8CA8	V	台語教典、客語教典
販	8CA9	V	台語教典、客語教典
貪	8CAA	V	台語教典、客語教典
貫	8CAB	V	台語教典、客語教典
責	8CAC	V	台語教典、客語教典
貯	8CAF	V	台語教典、客語教典
貳	8CB3	V	台語教典、客語教典
貴	8CB4	V	台語教典、客語教典
貶	8CB6	V	台語教典、客語教典
買	8CB7	V	台語教典、客語教典
貸	8CB8	V	台語教典、客語教典
貺	8CBA	V	台語教典
費	8CBB	V	台語教典、客語教典
貼	8CBC	V	台語教典、客語教典
貿	8CBF	V	台語教典、客語教典
賀	8CC0	V	台語教典、客語教典
賁	8CC1	V	客語教典
賂	8CC2	V	台語教典、客語教典
賄	8CC4	V	台語教典、客語教典
資	8CC7	V	台語教典、客語教典
賈	8CC8	V	台語教典
賊	8CCA	V	台語教典、客語教典
賑	8CD1	V	台語教典、客語教典
賒	8CD2	V	台語教典、客語教典
賓	8CD3	V	台語教典、客語教典
賜	8CDC	V	台語教典、客語教典
賞	8CDE	V	台語教典、客語教典
賠	8CE0	V	台語教典、客語教典
賢	8CE2	V	台語教典、客語教典
賣	8CE3	V	台語教典、客語教典
賤	8CE4	V	台語教典、客語教典
賦	8CE6	V	台語教典、客語教典
質	8CEA	V	台語教典、客語教典
賬	8CEC	V	客語教典
賭	8CED	V	台語教典、客語教典
賰	8CF0	V	台語教典
賴	8CF4	V	台語教典、客語教典
賺	8CFA	V	台語教典、客語教典
購	8CFC	V	台語教典、客語教典
賽	8CFD	V	台語教典、客語教典
贅	8D05	V	台語教典
贈	8D08	V	台語教典
贊	8D0A	V	台語教典、客語教典
贌	8D0C		台語教典、客語教典
贏	8D0F	V	台語教典、客語教典
贐	8D10	V	台語教典
贓	8D13	V	台語教典、客語教典
贖	8D16	V	台語教典
赤	8D64	V	台語教典、客語教典
赦	8D66	V	台語教典、客語教典
走	8D70	V	台語教典、客語教典
赴	8D74	V	台語教典、客語教典
起	8D77	V	台語教典、客語教典
趁	8D81	V	台語教典、客語教典
超	8D85	V	台語教典、客語教典
越	8D8A	V	台語教典、客語教典
趒	8D92	V	台語教典
趕	8D95	V	台語教典、客語教典
趖	8D96	V	台語教典、客語教典
趙	8D99	V	台語教典、客語教典
趣	8DA3	V	台語教典、客語教典
趨	8DA8	V	台語教典、客語教典
足	8DB3	V	台語教典、客語教典
趺	8DBA	V	台語教典
趼	8DBC	V	台語教典
趾	8DBE	V	台語教典、客語教典
跁	8DC1	V	客語教典
跂	8DC2	V	台語教典
跈	8DC8	V	客語教典
跋	8DCB	V	台語教典、客語教典
跌	8DCC	V	台語教典、客語教典
跍	8DCD	V	台語教典、客語教典
跎	8DCE	V	台語教典、客語教典
跏	8DCF	V	客語教典
跑	8DD1	V	台語教典、客語教典
跔	8DD4		台語教典、客語教典
跕	8DD5	V	台語教典、客語教典
跙	8DD9	V	台語教典
跛	8DDB	V	台語教典、客語教典
距	8DDD	V	台語教典、客語教典
跟	8DDF	V	台語教典、客語教典
跡	8DE1	V	台語教典、客語教典
跣	8DE3	V	客語教典
跤	8DE4	V	台語教典
跨	8DE8	V	客語教典
跩	8DE9	V	台語教典
跪	8DEA	V	台語教典、客語教典
路	8DEF	V	台語教典、客語教典
跳	8DF3	V	台語教典、客語教典
跺	8DFA	V	客語教典
跼	8DFC	V	客語教典
踅	8E05	V	台語教典
踏	8E0F	V	台語教典、客語教典
踐	8E10	V	台語教典、客語教典
踔	8E14	V	台語教典、客語教典
踜	8E1C	V	客語教典
踞	8E1E	V	客語教典
踢	8E22	V	台語教典、客語教典
踣	8E23	V	客語教典
踩	8E29	V	台語教典、客語教典
踭	8E2D		客語教典
踮	8E2E	V	台語教典
踴	8E34	V	台語教典、客語教典
蹀	8E40	V	客語教典
蹁	8E41	V	台語教典
蹄	8E44	V	台語教典、客語教典
蹈	8E48	V	台語教典
蹉	8E49	V	台語教典
蹊	8E4A	V	台語教典
蹌	8E4C	V	台語教典
蹓	8E53	V	台語教典
蹔	8E54	V	台語教典
蹘	8E58		台語教典
蹛	8E5B	V	台語教典、客語教典
蹟	8E5F	V	台語教典、客語教典
蹤	8E64	V	台語教典、客語教典
蹧	8E67	V	台語教典
蹬	8E6C	V	台語教典、客語教典
蹭	8E6D	V	客語教典
蹲	8E72	V	台語教典、客語教典
蹳	8E73	V	客語教典
蹴	8E74	V	客語教典
蹶	8E76	V	客語教典
蹺	8E7A	V	台語教典
蹽	8E7D		台語教典
躁	8E81	V	客語教典
躂	8E82	V	台語教典
躄	8E84	V	台語教典
躇	8E87	V	台語教典
躉	8E89	V	客語教典
躊	8E8A	V	台語教典
躍	8E8D	V	台語教典、客語教典
躘	8E98	V	台語教典
躡	8EA1	V	台語教典
躪	8EAA	V	客語教典
身	8EAB	V	台語教典、客語教典
躬	8EAC	V	台語教典、客語教典
躲	8EB2	V	客語教典
躼	8EBC		台語教典
躽	8EBD	V	台語教典
軀	8EC0	V	台語教典
軁	8EC1		台語教典
車	8ECA	V	台語教典、客語教典
軋	8ECB	V	台語教典、客語教典
軌	8ECC	V	台語教典、客語教典
軍	8ECD	V	台語教典、客語教典
軒	8ED2	V	台語教典、客語教典
軛	8EDB	V	客語教典
軟	8EDF	V	台語教典、客語教典
軸	8EF8	V	台語教典
軼	8EFC	V	客語教典
較	8F03	V	台語教典、客語教典
載	8F09	V	台語教典、客語教典
輒	8F12	V	客語教典
輓	8F13	V	台語教典、客語教典
輔	8F14	V	台語教典、客語教典
輕	8F15	V	台語教典、客語教典
輛	8F1B	V	台語教典、客語教典
輝	8F1D	V	台語教典、客語教典
輦	8F26	V	台語教典
輩	8F29	V	台語教典、客語教典
輪	8F2A	V	台語教典、客語教典
輯	8F2F	V	台語教典、客語教典
輸	8F38	V	台語教典、客語教典
輻	8F3B	V	台語教典、客語教典
輾	8F3E	V	台語教典、客語教典
轂	8F42	V	客語教典
轄	8F44	V	台語教典、客語教典
轆	8F46	V	台語教典
轉	8F49	V	台語教典、客語教典
轍	8F4D	V	台語教典
轎	8F4E	V	台語教典、客語教典
轟	8F5F	V	台語教典、客語教典
辛	8F9B	V	台語教典、客語教典
辜	8F9C	V	台語教典、客語教典
辟	8F9F	V	台語教典、客語教典
辣	8FA3	V	台語教典、客語教典
辦	8FA6	V	台語教典、客語教典
辨	8FA8	V	台語教典、客語教典
辭	8FAD	V	台語教典、客語教典
辮	8FAE	V	台語教典、客語教典
辯	8FAF	V	台語教典、客語教典
辰	8FB0	V	台語教典、客語教典
辱	8FB1	V	台語教典、客語教典
農	8FB2	V	台語教典、客語教典
迅	8FC5	V	台語教典
迌	8FCC		台語教典
迎	8FCE	V	台語教典、客語教典
近	8FD1	V	台語教典、客語教典
迒	8FD2	V	台語教典
返	8FD4	V	台語教典、客語教典
迦	8FE6	V	台語教典、客語教典
迪	8FEA	V	台語教典、客語教典
迫	8FEB	V	台語教典、客語教典
迭	8FED	V	台語教典
述	8FF0	V	台語教典、客語教典
迴	8FF4	V	台語教典、客語教典
迵	8FF5	V	台語教典
迷	8FF7	V	台語教典、客語教典
迸	8FF8	V	台語教典
追	8FFD	V	台語教典、客語教典
退	9000	V	台語教典、客語教典
送	9001	V	台語教典、客語教典
逃	9003	V	台語教典、客語教典
逆	9006	V	台語教典、客語教典
逍	900D	V	台語教典、客語教典
透	900F	V	台語教典、客語教典
逐	9010	V	台語教典、客語教典
递	9012		客語教典
途	9014	V	台語教典、客語教典
這	9019	V	台語教典、客語教典
通	901A	V	台語教典、客語教典
逛	901B	V	客語教典
逝	901D	V	台語教典
逞	901E	V	台語教典、客語教典
速	901F	V	台語教典、客語教典
造	9020	V	台語教典、客語教典
逢	9022	V	台語教典、客語教典
連	9023	V	台語教典、客語教典
逩	9029		客語教典
逮	902E	V	台語教典、客語教典
週	9031	V	台語教典、客語教典
進	9032	V	台語教典、客語教典
逵	9035	V	客語教典
逸	9038	V	台語教典、客語教典
逼	903C	V	台語教典、客語教典
逾	903E	V	客語教典
遁	9041	V	台語教典、客語教典
遂	9042	V	台語教典
遇	9047	V	台語教典、客語教典
遊	904A	V	台語教典、客語教典
運	904B	V	台語教典、客語教典
遍	904D	V	台語教典、客語教典
過	904E	V	台語教典、客語教典
遏	904F	V	台語教典、客語教典
遐	9050	V	台語教典
道	9053	V	台語教典、客語教典
達	9054	V	台語教典、客語教典
違	9055	V	台語教典、客語教典
遙	9059	V	台語教典、客語教典
遛	905B	V	台語教典
遜	905C	V	台語教典
遞	905E	V	台語教典、客語教典
遠	9060	V	台語教典、客語教典
遢	9062	V	客語教典
遣	9063	V	台語教典、客語教典
遨	9068	V	台語教典
適	9069	V	台語教典、客語教典
遭	906D	V	台語教典、客語教典
遮	906E	V	台語教典、客語教典
遰	9070	V	客語教典
遲	9072	V	台語教典、客語教典
遴	9074	V	台語教典、客語教典
遵	9075	V	台語教典、客語教典
遶	9076	V	客語教典
遷	9077	V	台語教典、客語教典
選	9078	V	台語教典、客語教典
遹	9079	V	台語教典
遺	907A	V	台語教典、客語教典
遼	907C	V	台語教典、客語教典
遽	907D	V	客語教典
避	907F	V	台語教典、客語教典
邀	9080	V	台語教典、客語教典
邁	9081	V	台語教典、客語教典
還	9084	V	台語教典、客語教典
邊	908A	V	台語教典、客語教典
邋	908B	V	客語教典
邏	908F	V	台語教典、客語教典
邑	9091	V	台語教典、客語教典
邢	90A2	V	客語教典
那	90A3	V	台語教典、客語教典
邦	90A6	V	台語教典、客語教典
邪	90AA	V	台語教典、客語教典
邱	90B1	V	台語教典、客語教典
邵	90B5	V	台語教典、客語教典
邸	90B8	V	台語教典
郁	90C1	V	台語教典、客語教典
郊	90CA	V	台語教典、客語教典
郎	90CE	V	台語教典、客語教典
郝	90DD	V	台語教典
郡	90E1	V	台語教典、客語教典
部	90E8	V	台語教典、客語教典
郭	90ED	V	台語教典、客語教典
郵	90F5	V	台語教典、客語教典
都	90FD	V	台語教典、客語教典
鄉	9109	V	台語教典、客語教典
鄒	9112	V	台語教典、客語教典
鄔	9114	V	台語教典
鄙	9119	V	台語教典、客語教典
鄧	9127	V	台語教典、客語教典
鄭	912D	V	台語教典、客語教典
鄰	9130	V	台語教典、客語教典
酆	9146	V	台語教典
酇	9147	V	客語教典
酉	9149	V	台語教典、客語教典
酋	914B	V	台語教典
酌	914C	V	台語教典、客語教典
配	914D	V	台語教典、客語教典
酒	9152	V	台語教典、客語教典
酣	9163	V	客語教典
酥	9165	V	台語教典、客語教典
酪	916A	V	客語教典
酬	916C	V	台語教典、客語教典
酵	9175	V	台語教典、客語教典
酷	9177	V	台語教典、客語教典
酸	9178	V	台語教典、客語教典
酺	917A	V	台語教典
醃	9183	V	台語教典、客語教典
醇	9187	V	台語教典、客語教典
醉	9189	V	台語教典、客語教典
醋	918B	V	台語教典、客語教典
醒	9192	V	台語教典、客語教典
醜	919C	V	台語教典、客語教典
醡	91A1	V	台語教典
醢	91A2	V	客語教典
醫	91AB	V	台語教典、客語教典
醬	91AC	V	台語教典、客語教典
醮	91AE	V	台語教典、客語教典
醴	91B4	V	台語教典
醹	91B9	V	客語教典
釀	91C0	V	台語教典、客語教典
釃	91C3	V	客語教典
釅	91C5	V	客語教典
采	91C7	V	台語教典、客語教典
釉	91C9	V	台語教典
釋	91CB	V	台語教典、客語教典
里	91CC	V	台語教典、客語教典
重	91CD	V	台語教典、客語教典
野	91CE	V	台語教典、客語教典
量	91CF	V	台語教典、客語教典
釐	91D0	V	台語教典
金	91D1	V	台語教典、客語教典
釘	91D8	V	台語教典、客語教典
釜	91DC	V	客語教典
針	91DD	V	台語教典、客語教典
釣	91E3	V	台語教典、客語教典
釦	91E6	V	客語教典
釧	91E7	V	台語教典
釵	91F5	V	台語教典、客語教典
鈂	9202	V	客語教典
鈃	9203	V	台語教典
鈍	920D	V	台語教典、客語教典
鈔	9214	V	台語教典、客語教典
鈕	9215	V	台語教典、客語教典
鈗	9217	V	台語教典
鈞	921E	V	台語教典、客語教典
鈪	922A		客語教典
鈴	9234	V	台語教典、客語教典
鈷	9237	V	台語教典
鈸	9238	V	台語教典、客語教典
鉈	9248	V	台語教典、客語教典
鉋	924B	V	客語教典
鉎	924E	V	台語教典、客語教典
鉔	9254	V	客語教典
鉗	9257	V	台語教典、客語教典
鉛	925B	V	台語教典、客語教典
鉤	9264	V	台語教典、客語教典
鉸	9278	V	台語教典、客語教典
鉼	927C	V	台語教典
銀	9280	V	台語教典、客語教典
銃	9283	V	台語教典、客語教典
銅	9285	V	台語教典、客語教典
銎	928E	V	台語教典
銓	9293	V	客語教典
銘	9298	V	台語教典、客語教典
銜	929C	V	客語教典
銬	92AC	V	台語教典
銲	92B2	V	台語教典、客語教典
銳	92B3	V	台語教典、客語教典
銷	92B7	V	台語教典、客語教典
銹	92B9	V	再會豆腐字：客語閱讀越懂
銼	92BC	V	客語教典
鋁	92C1	V	台語教典
鋅	92C5	V	客語教典
鋉	92C9	V	台語教典
鋏	92CF	V	台語教典
鋒	92D2	V	台語教典、客語教典
鋟	92DF	V	台語教典
鋤	92E4	V	台語教典、客語教典
鋩	92E9	V	台語教典
鋪	92EA	V	台語教典、客語教典
鋸	92F8	V	台語教典、客語教典
鋼	92FC	V	台語教典、客語教典
錄	9304	V	台語教典、客語教典
錐	9310	V	台語教典、客語教典
錑	9311		客語教典
錘	9318	V	台語教典、客語教典
錚	931A	V	台語教典
錠	9320	V	台語教典
錢	9322	V	台語教典、客語教典
錦	9326	V	台語教典、客語教典
錨	9328	V	台語教典、客語教典
錫	932B	V	台語教典、客語教典
錮	932E	V	客語教典
錯	932F	V	台語教典、客語教典
錶	9336	V	台語教典、客語教典
鍊	934A	V	台語教典、客語教典
鍋	934B	V	台語教典、客語教典
鍍	934D	V	台語教典、客語教典
鍘	9358	V	台語教典
鍛	935B	V	台語教典
鍤	9364	V	台語教典
鍥	9365	V	台語教典
鍬	936C	V	客語教典
鍵	9375	V	台語教典、客語教典
鍼	937C	V	台語教典
鍾	937E	V	台語教典、客語教典
鎊	938A	V	台語教典
鎔	9394	V	台語教典
鎖	9396	V	台語教典、客語教典
鎮	93AE	V	台語教典、客語教典
鏀	93C0	V	客語教典
鏃	93C3	V	台語教典
鏈	93C8	V	客語教典
鏍	93CD	V	客語教典
鏘	93D8	V	台語教典
鏝	93DD	V	客語教典
鏟	93DF	V	客語教典
鏡	93E1	V	台語教典、客語教典
鏢	93E2	V	台語教典、客語教典
鏤	93E4	V	客語教典
鏨	93E8	V	台語教典、客語教典
鏽	93FD	V	台語教典、客語教典
鐃	9403	V	台語教典
鐐	9410	V	台語教典、客語教典
鐓	9413	V	客語教典
鐘	9418	V	台語教典、客語教典
鐮	942E	V	客語教典
鐲	9432	V	客語教典
鐳	9433	V	台語教典
鐵	9435	V	台語教典、客語教典
鐺	943A	V	台語教典
鑄	9444	V	台語教典
鑊	944A	V	客語教典
